Taxa,Ccirc.year3.BC,Bcirc.year3.BC,CmL.year3.BC,DBI.year3.BC,CmNdN.year3.BC,TotCulms.year3.BC,Yld.year3.BC,HD1.days.year3,Selection.index,Pop
10UI.009.M001A,NA,NA,NA,NA,NA,NA,NA,NA,NA,09F2
10UI.009.M001B,-4.8232868313983,-4.8999740980009,-356.282313828841,-0.562752205418797,2.61832042345898,-7.81924463924129,-17.7907821405767,NA,-18.0300587144508,09F2
10UI.009.M002A,-1.4070096781752,-1.6717821786849,-79.3170885543582,0.0661388796858855,0.231259955048343,-0.774983913496928,-5.97648269197489,-8.75000000875133,-5.07595956937826,09F2
10UI.009.M002B,-0.976420721535909,-0.618507885260117,16.432026537309,0.202923141252825,-0.688063513566333,-1.65707317610565,-3.28710561531152,-3.50000000875151,-2.04072760546541,09F2
10UI.009.M003B,-5.78252971317378,-5.32771738657867,-403.321185513647,-0.774034555589584,-1.42604974286013,-7.22263301470614,-19.0745119816688,NA,-20.4420511356314,09F2
10UI.009.M004A,-0.053253030897511,1.75620658886413,163.480307955683,0.134317286457779,0.888936669353755,2.36888244305932,4.79110980185196,-7.00000000875137,5.3882987537305,09F2
10UI.009.M004B,-0.602033400417224,-0.826870608325914,-189.660144226953,0.243518203041395,0.329326864504568,0.765268165664927,-3.21102181681761,24.4999999912481,-2.76080089101501,09F2
10UI.009.M005A,-0.86617793836149,-1.68685155543292,27.4676986916568,-0.0739320196008859,-0.922749474279549,-1.46120149692183,-2.40418723884982,10.4999999912485,-2.92645802790551,09F2
10UI.009.M006A,-3.63685974292572,-4.20656157646205,-247.085067444946,-0.269317591527875,-0.478052760848764,-6.549220497251,-15.516671380039,18.5631662534228,-14.90486143849,09F2
10UI.009.M007B,1.54276435181577,1.63130108110577,129.692058169509,0.237874995593267,0.109412494580666,8.6741059982672,14.3016697217302,22.7499999912482,11.4899032618053,09F2
10UI.009.M011A,-3.57928507898871,-6.24691444300429,-327.61771186211,-0.485202045943526,-1.5373343589273,-5.60688883672937,-14.8943239255133,20.5381084595677,-16.9615868545377,09F2
10UI.009.M012A,-0.60697425678788,0.810626701868159,15.7235660816764,-0.0839254856180393,-0.922749474279548,3.20602280051073,1.31044312007845,-15.7500000087515,1.13449594726952,09F2
10UI.009.M013A,-1.7798291388532,-2.17654033828179,18.93675411155,-0.02608913894192,0.11917090513567,-0.046118597715921,-4.17881560331021,-3.50000000875155,-4.14916707592165,09F2
10UI.009.M013B,-6.13872228290628,-5.66879365077615,-352.733811294441,-0.633204406047634,-1.0950825856116,-7.99822770523153,-20.5449311165268,21.0559386968945,-19.5206209026472,09F2
10UI.009.M014A,-0.23884600406193,0.729581432105834,2.3974332120559,-0.0842894965173642,-0.621057386148346,3.56138979448944,1.42795124351952,11.2499999912483,1.34516064933356,09F2
10UI.009.M015A,-3.24795045962668,-2.2567320286888,-253.642333415702,-0.272198604628274,-0.107437427621606,-2.73534682376914,-13.1967804420682,20.9999999912487,-11.9520126741116,09F2
10UI.009.M015B,-0.289697095569884,-0.562153196688071,-30.8012619038535,0.0968686130020409,1.10047857145904,1.22876187536061,1.27154215310831,20.9999999912484,0.608379834405254,09F2
10UI.009.M016A,-0.593662904811859,0.49831317043806,108.576093359944,0.481787860695916,0.453216667423113,2.51653709137283,2.84525870695348,-12.2500000087516,3.93540064015584,09F2
10UI.009.M019A,-0.585844417949892,1.60736729641508,47.6535506811228,0.129477927509884,0.673131037347021,2.45708418037888,4.01996626215058,-1.75000000875138,4.10691535567509,09F2
10UI.009.M020A,-2.0090169068876,-0.913004960400746,-15.1641412660106,0.110675850991401,0.00465162229107625,-0.564086640421829,-4.85038211055606,10.4999999912486,-3.59305573794349,09F2
10UI.009.M021A,-2.59146316776582,-1.53624977848028,-213.208426184617,-0.464900683750717,-0.336475993310782,-2.91951349037448,-10.5420854762355,1.74999999124816,-10.1669550507853,09F2
10UI.009.M021B,-0.138269642625066,1.07025830505901,-0.553661564727792,0.127472018022789,-0.112544217794105,0.243456234349946,1.70958811664775,-5.25000000875147,2.01328920788756,09F2
10UI.009.M022A,-0.432390629372899,-0.489167095207933,-128.133536188712,-0.00732942766223163,-0.578945301437095,-1.49682753484927,-2.29045640565284,-3.50000000875149,-2.57817262480263,09F2
10UI.009.M022B,-2.53551909439909,-1.6362784578808,-138.477823896637,-0.21058890930907,0.33136920695544,-1.33499924928908,-8.13995606928873,9.48729716847478,-7.58706444980838,09F2
10UI.009.M024A,-2.60616806386354,-1.7106485301595,-89.3994375348321,-0.530327757406091,-0.802582796410923,-1.5120386223133,-10.3844558192149,-8.7500000087513,-9.68761254695307,09F2
10UI.009.M025A,-0.389114344400331,-0.0825970519995388,-39.2945292675312,0.0757664610110446,-1.4100716394535,-0.271802493250178,-0.626744460187135,12.9999999912483,-0.6720151410009,09F2
10UI.009.M025B,-4.19951206450598,-5.12076897286443,-272.943039235953,-0.573664310843313,1.18452356753588,-6.37574126915356,-16.068833456956,48.9440612856019,-16.9324740398387,09F2
10UI.009.M026A,-2.84551322570182,-1.16590817354795,-80.2242074823254,-0.111591065408045,-0.00995944523229131,-3.53530649166656,-8.89101154436007,-4.60045874135799,-7.35660960676478,09F2
10UI.009.M026B,-1.97502150008851,-2.89578950278181,8.98853509197918,0.0709700067159059,0.673131037347021,-3.52847530321112,-7.38680215756802,-12.2500000087514,-6.45994001135241,09F2
10UI.009.M027A,-2.16112265017402,-1.78981213422043,85.5471237644955,0.334170052436611,0.571000557341891,-3.37367051012947,-3.93276221376062,14.7499999912484,-2.03913436934503,09F2
10UI.009.M029A,-1.31206651356219,-0.679325102584661,-131.100096368952,-0.237614646780797,-0.568191116240556,4.45129561366519,-3.01700799476965,5.24999999124847,-3.54070987993108,09F2
10UI.009.M031A,-0.244064088688075,1.67620057955538,-50.2876431762114,0.0151735349183347,0.338697384578523,5.25268450314375,1.9868057196988,10.4999999912485,2.36814592958708,09F2
10UI.009.M031B,-4.68888449853222,-3.86405544473255,-271.411371459746,-0.598284321179248,-1.25636611689506,-5.45617159056175,-18.4892008262613,-7.10350041324389,-17.6278752668714,09F2
10UI.009.M032B,-2.31050464343032,-2.77205325000676,-247.525463253823,0.105120778537392,-0.453671833395964,-3.28710067744826,-11.1623365308442,27.9999999912484,-9.97775574558401,09F2
10UI.009.M033B,-0.406230327654934,1.44781073811703,38.6303973641092,0.0409635546575333,0.00465162229107674,2.97951869110059,1.77103111982471,-17.5000000087511,2.41127952307419,09F2
10UI.009.M034A,-4.50941335275759,-4.21197579687465,-210.006513355479,-0.389593178945953,-1.6626225341516,-7.49390302599983,-15.3377055618224,-7.10350041324389,-15.2977509324814,09F2
10UI.009.M035A,-4.35513529556264,-3.69222976269788,-352.739510475292,-0.524057785461714,-1.68059437207048,-4.43982386623101,-16.4519973654567,NA,-14.6008028652299,09F2
10UI.009.M035B,-1.85004349198127,0.267063670576919,68.9697469042033,0.154997302350256,-0.568191116240556,-1.38350906428153,-3.1683944701393,-29.7500000087512,-1.36890202467608,09F2
10UI.009.M036A,-1.54167967106823,1.75802321936114,-26.0289534057102,0.085357178534563,0.563084329885213,-0.777012233982018,-1.20877551532318,2.49999999124867,0.296226654071403,09F2
10UI.009.M036B,-4.37096002871692,-4.29801476940498,-238.815119728544,-0.358690232141923,-1.68538480413845,-5.23208512545287,-16.5618052466101,8.39954125864223,-15.9582459052773,09F2
10UI.009.M037B,-0.783339040467778,0.204248919572163,-59.0131698955736,0.259952035757067,-0.453671833395964,-0.16616694802391,0.0293782911956249,-12.2500000087516,0.33295570111995,09F2
10UI.009.M038A,-1.29846155676342,0.626817752998904,-157.360870467791,-0.309365193153126,-1.52393975268896,0.668502234130306,-8.28827558876433,-16.4500047155478,-6.38305779388992,09F2
