"","Ccirc.year3.BC","Bcirc.year3.BC","CmL.year3.BC","DBI.year3.BC","CmNdN.year3.BC","TotCulms.year3.BC","Yld.year3.BC","HD1.days.year3","Selection.index"
"10UI-009-M031B",-4.68888449853222,-3.86405544473255,-271.411371459746,-0.598284321179248,-1.25636611689506,-5.45617159056175,-18.4892008262613,-7.10350041324389,-17.6278752668714
"10UI-009-M032B",-2.31050464343032,-2.77205325000676,-247.525463253823,0.105120778537392,-0.453671833395964,-3.28710067744826,-11.1623365308442,27.9999999912484,-9.97775574558401
"10UI-009-M033B",-0.406230327654934,1.44781073811703,38.6303973641092,0.0409635546575333,0.00465162229107674,2.97951869110059,1.77103111982471,-17.5000000087511,2.41127952307419
"10UI-009-M034A",-4.50941335275759,-4.21197579687465,-210.006513355479,-0.389593178945953,-1.6626225341516,-7.49390302599983,-15.3377055618224,-7.10350041324389,-15.2977509324814
"10UI-009-M035A",-4.35513529556264,-3.69222976269788,-352.739510475292,-0.524057785461714,-1.68059437207048,-4.43982386623101,-16.4519973654567,NA,-14.6008028652299
"10UI-009-M035B",-1.85004349198127,0.267063670576919,68.9697469042033,0.154997302350256,-0.568191116240556,-1.38350906428153,-3.1683944701393,-29.7500000087512,-1.36890202467608
"10UI-009-M036A",-1.54167967106823,1.75802321936114,-26.0289534057102,0.085357178534563,0.563084329885213,-0.777012233982018,-1.20877551532318,2.49999999124867,0.296226654071403
"10UI-009-M036B",-4.37096002871692,-4.29801476940498,-238.815119728544,-0.358690232141923,-1.68538480413845,-5.23208512545287,-16.5618052466101,8.39954125864223,-15.9582459052773
"10UI-009-M037B",-0.783339040467778,0.204248919572163,-59.0131698955736,0.259952035757067,-0.453671833395964,-0.16616694802391,0.0293782911956249,-12.2500000087516,0.33295570111995
"10UI-009-M038A",-1.29846155676342,0.626817752998904,-157.360870467791,-0.309365193153126,-1.52393975268896,0.668502234130306,-8.28827558876433,-16.4500047155478,-6.38305779388992
"10UI-009-M039A",-5.65891097459125,-4.24425748048732,-344.025829489768,-0.648549705401112,-2.2420960386702,-7.94314886223802,-20.3569520496837,0.330257658179536,-19.9168899208971
"10UI-009-M039B",-4.79805847997612,-4.20867568266622,-318.533797070932,-0.582608783577486,-1.67908623950528,-5.93794298347951,-17.8558244629258,10.4243048321454,-17.7872927209953
"10UI-009-M040B",-3.78095244187268,-3.80704061244903,-266.998796465936,-0.367834273605315,-0.573443549543861,-5.07895164185262,-15.6902607560906,27.9243048321452,-13.8362412140488
"10UI-009-M041B",-2.0682551532181,-0.470653051293209,64.9623075594037,0.389849034428406,0.329326864504569,-2.60230935228652,-3.30708835437491,5.24999999124851,-1.34423911582565
"10UI-009-M042B",-3.13685913279768,-3.86089355612452,-191.941461992086,-0.135289931698831,0.480604078462741,-3.98183660817719,-11.5194133416759,27.9999999912484,-11.3725859366462
"10UI-009-M044A",-3.06515491688646,-3.02766333756408,-250.160589533612,-0.573662410221255,-1.52726747953869,-1.73024440056345,-14.7620865945284,7.06620792530903,-14.2255913430845
"10UI-009-M044B",-1.99541624543657,-1.4772281014558,-154.202438257613,-0.273740102196245,0.148228101877175,-0.738770908285107,-8.55982719529809,18.820630501808,-7.85690774559032
"10UI-009-M045B",0.597844791903262,1.0324650862161,-118.33800124876,-0.347173797834453,-0.339152550551375,7.09460634900101,2.86257485253037,-7.00000000875137,1.30909804990321
"10UI-009-M049A",-5.165400857371,-4.26672184876822,-189.237008035983,-0.2951194209828,-1.61741637213877,-8.66216172188947,-17.8710571586196,6.92430483214527,-16.6035552742023
"10UI-009-M050A",-2.28187266759017,-1.55352956637005,-298.191236608251,-0.447614056927716,-1.40710080167006,-0.50720121040533,-11.2420008925708,-1.75000000875165,-10.8908856222018
"10UI-009-M051B",-3.66211851217676,-4.05647579034161,-50.4795805741871,-0.0514143560719383,-0.983591734857361,-6.95301165728041,-12.2319169197362,-4.7701670799106,-11.4014150024479
"10UI-009-M053B",-4.95052189564388,-4.2859095993683,-230.940845613659,-0.270745216666531,-0.805553634194363,-5.54775700837305,-16.2121223303064,28.3302576581793,-15.4980342380671
"10UI-009-M054A",-0.691775818664447,1.48648073693707,-148.638901745596,-0.254940184886944,0.670909649896437,3.06990678317562,-3.33593435572292,13.9999999912483,-2.24621543493391
"10UI-009-M055A",0.0479107341220162,1.47449509244413,-1.10243063091464,0.224121461877757,0.343349004961018,2.18821038277013,3.8359809571782,-8.75143599361073e-09,3.97561659931205
"10UI-009-M056A",0.321693885174892,-1.3774094449907,37.7925835092761,0.0468674024740185,0.231259955048342,3.78168564841118,3.00582146665345,-8.75146705411443e-09,1.46402527323624
"10UI-009-M056B",-1.17066581782681,-0.341671809108192,-166.512412149241,-0.08361592179843,0.341127617510441,1.53058979353956,-4.8939373593395,20.4999999912485,-4.22072031332816
"10UI-009-M057A",-4.28724137499024,-3.27770039920623,-241.433812051104,-0.137412183762683,-0.887459771819418,-8.13347363422137,-15.3501078926609,3.55593869689463,-14.0853024582439
"10UI-009-M058A",-5.7552884628764,-6.26866122410471,-401.093823836741,-0.732298790627093,-1.35904237833241,-8.9348116273464,-20.3274450937752,NA,-21.8019064638209
"10UI-009-M058B",-3.68165078711474,-4.95305346691972,-123.148298501792,-0.438512626257913,-1.09170691060392,-5.83710998505389,-14.1033375773592,-4.77016707991061,-14.4418702346308
"10UI-009-M060A",-0.359625097044044,1.56108186781787,-115.493013133297,-0.518359565483787,-1.42281507608272,14.8743295907784,-0.12059580760369,-42.0000000087514,-0.30717087799834
"10UI-009-M061A",-0.134430278772716,0.162296715627216,95.7381420081021,0.355618095980688,0.00465162229107693,3.54491517955489,5.08563558637445,-3.50000000875159,4.69320206922659
"10UI-009-M061B",-3.22068525078933,-3.77035212407372,-269.574594375655,0.101857543161386,-0.894861176807965,-6.12188213622296,-13.1616876075565,20.5381084595677,-12.3194538509321
"10UI-009-M063A",-0.374877690891107,-2.53219750004068,-206.284252430559,-0.202765781720246,-0.489255816398942,3.91107283106852,-2.87653415608378,20.9440612856018,-4.83562687007567
"10UI-009-M066B",-2.03118762918789,-1.60028863642747,-110.427140563246,-0.457613577556446,0.00708185522298414,-0.800999441808489,-7.5734923131137,-10.5000000087515,-7.66387734626422
"10UI-009-M067B",-1.79570603120547,0.677736997109417,-246.06354754032,0.560472031393214,-1.12695177757019,-4.62223873712208,-7.97228606818068,10.1697423243165,-4.70162485695502
"10UI-009-M068A",-1.56256709516386,0.514362807762867,-76.9103324804322,-0.139375996776719,0.453216667423121,2.9856924749062,-7.09057573095668,10.4999999912485,-4.5618163299697
"10UI-009-M069B",-3.50808306170591,-2.89952041178124,-250.80149716597,-0.418398712395592,1.14351803335053,-5.87343314766377,-13.1853655751734,28.0756951503505,-12.8680950240542
"10UI-009-M070A",-3.27621200687837,1.77307010793514,-222.713314821291,-0.0765303685831553,-0.227063500638699,-3.17704973608619,-11.7206134742982,3.49999999124837,-7.77568635663325
"10UI-009-M071B",-0.667079665980866,1.07818011454731,-217.495421413979,-0.540649384626276,0.888602632369752,9.72896080255469,-4.50940123115832,24.4999999912481,-3.8653323487693
"10UI-009-M072B",-5.08751237083469,-3.29301546849516,-255.208331031272,-0.376524508081313,0.334433654677066,-8.54072393120672,-17.5979927119488,28.0662079253089,-16.1295883431323
"10UI-009-M073A",-1.99035333020226,-3.12157677586828,-51.7543853242369,-0.0381436810943885,0.037654391372197,-1.68797495807943,-6.00966934787103,8.74999999124831,-6.38391131352281
"10UI-009-M074A",1.4875943653733,3.09060009742847,-77.7586973900466,-0.0237928607340623,1.00069168228243,7.20734242990777,5.70120408687566,17.4999999912484,5.72668756330093
"10UI-009-M075A",-5.00720212390561,-4.68710105711763,-287.14537633009,-0.525751707394263,-0.898324992993165,-7.40504614460266,-17.3772241123926,20.8833286177852,-17.5612173076314
"10UI-009-M075B",-0.750765802846888,-0.346817982921251,112.546243480338,0.435678746211254,1.64402389340089,-3.13549036098965,1.1349191104424,25.8206305018081,2.0317779555977
"10UI-009-M076A",-1.36557437609449,0.30763496182537,-205.87535619255,-0.445718464890422,0.343349004961018,2.02353094976759,-8.44474138557823,-1.75000000875161,-7.01488069571024
"10UI-009-M076B",-4.09693735778497,-3.41995599922437,-162.622326018703,0.153188636848948,-1.70097533350172,-7.08694243650283,-14.6790570640563,7.88332861778534,-12.5882850015084
"10UI-009-M077A",-2.62479663448563,-2.27516952892581,56.5152487406601,0.241633936527862,-0.697332915982942,-5.49162203870527,-6.99050430663033,19.9999999912483,-5.51803277252202
"10UI-009-M078A",0.743614912386431,-0.00600183376741088,4.818932246144,0.122156514660281,-0.339152550551375,2.76069007032149,5.88949529702081,3.49999999124813,4.01421208650964
"10UI-009-M080A",0.193801911490331,2.87422980140028,46.3437984722547,0.163663054387877,-0.227063500638699,2.47246982718922,5.85241478310519,-8.75143417051695e-09,6.13325951044614
"10UI-009-M082A",-2.62461046718113,-1.55005391242856,36.3801066446463,0.381419961168083,1.74645780443868,-3.68457380791886,-4.24265614805886,17.4999999912484,-2.78314888075327
"10UI-009-M082B",-3.06614036844465,-3.86047925702534,-343.789572958284,-0.848704187607151,-0.943843876667903,-2.27462424777984,-12.9108145441196,NA,-14.9243992639644
"10UI-009-M084B",-2.72924257446262,-2.2018806344776,-270.217330807051,-0.648037257163586,-1.40377307482033,-1.19421214789677,-12.4166425786499,11.7499999912485,-12.5193569236554
"10UI-009-M085A",-3.07304207511544,-1.73783292495162,-174.088651538186,-0.222621499159459,-0.922749474279549,-3.6618493470061,-11.577384070363,24.4999999912483,-10.2465794734699
"10UI-009-M086A",-0.849603758885692,-0.677925482748402,-214.628481544168,-0.489437016229743,-0.811201029218398,3.3728603174145,-4.43896855438984,24.5756951503504,-5.32644336683957
"10UI-009-M088B",-2.10004061668831,-2.42039484951994,-242.037991557569,-0.532945826091449,-1.03994531436473,-1.55728210898982,-11.2541246492976,3.49999999124812,-11.4019753926177
"10UI-009-M089A",-1.75798940209528,-0.371786209666548,-26.4891694366821,0.236865181331985,-0.115037985753927,-0.560710995766999,-3.68020910610085,-9.45000471554774,-2.25042972875971
"10UI-009-M089B",0.334366136748269,4.04737926788559,-134.54486370649,-0.4749450347181,0.4554380548737,5.07128439077213,-0.0595940609637003,-8.75148501342839e-09,1.12329365200439
"10UI-009-M090A",-3.47227114013018,-4.02129789278076,-197.952228456578,-0.0710120110357584,-2.02977802145693,-6.9557117809923,-13.428501876134,5.24999999124852,-12.9656098995912
"10UI-009-M090B",-0.285021499941539,0.257975591867768,88.2231436397166,0.323129695119094,0.563084329885213,-0.767516852979614,4.7475278199197,-1.7500000087517,4.19600893913064
"10UI-009-M091A",-5.79428906963884,-5.32598294699311,-226.048558581839,-0.511460771490918,-2.15327242617529,-9.66340746445422,-19.5021274215849,23.4872971684748,-18.9396930844739
"10UI-009-M091B",-1.29692095596776,0.542202130763794,-63.1516260777338,0.042892218991467,0.675173379797895,-0.170153456434699,-2.36400920738481,-8.75144478116278e-09,-1.38922034180036
"10UI-009-M092A",-1.34113921707881,-2.32527290471792,-179.647201564655,-0.396405807417257,1.00273402473331,0.102782276880941,-7.53234839336582,15.7499999912482,-8.01740520815448
"10UI-009-M093A",-0.346573447948717,-0.577828818322861,-86.4928725740544,-0.0128979168577152,-0.107437427621608,2.68096665724735,0.0383335854698187,-8.75000000875128,-0.756230689061809
"10UI-009-M093B",-7.5100748794291,-7.47243460011946,-199.03931805892,-0.3394743440048,-0.409592306517181,-11.4342243740055,-23.9847622812123,41.8013761890654,-22.9732743087675
"10UI-009-M094B",-0.227615049623181,1.32419206340959,-20.2383301784468,0.14968644413204,0.343349004961018,1.06089963213947,0.94038748356228,7.7499999912484,1.78570154319737
"10UI-009-M095A",-1.0634497939835,-1.18045190943118,-114.031063819483,0.521950712799972,0.675173379797894,-1.86184480165049,-5.68779079225803,20.9999999912485,-3.49095501349893
"10UI-009-M095B",-0.46955685910407,3.0726128030852,-203.448027712583,-0.458424373798397,0.782998699809109,9.75857500053714,-3.01012026217408,27.8964995867562,-1.35194646396128
"10UI-009-M096A",-1.54635240421562,-0.48862824467285,-183.071676220925,-0.211509805014396,-0.453671833395964,-0.29908330251656,-7.20082092136956,19.2499999912486,-6.35661652153608
"10UI-009-M096B",-0.579943518153172,4.50562214881775,-19.6652633783777,-0.0507636576579589,1.02696976112073,6.5662220411594,2.2301281312291,-5.25000000875144,4.4057734207611
"10UI-009-M097A",-2.74154151611416,-3.99627947007632,-179.093362781774,-0.162022995885997,-0.415877165306426,-0.141763129273061,-9.98575029206182,14.3105012047229,-10.3196958615875
"10UI-009-M098B",-0.638486783243578,0.527032834685754,-111.47111703074,-0.0870043644283953,0.226608334665852,1.6713637700423,-0.110320904498549,29.7499999912486,-0.515932537377086
"10UI-009-M099B",-1.98466332236788,-3.64537196009984,-199.820094936885,-0.187439802396946,-0.762623864705991,-3.26293882316213,-9.08471538727189,-9.4500047155477,-9.88083291537655
"10UI-009-M100A",-7.36081804222927,-7.00726518390544,-306.326559537605,-1.10285266882355,-2.5049123849145,-11.363563851418,-24.6280407594839,NA,-25.7948558874288
"10UI-009-M100B",-5.21400487629869,-3.218247294005,-397.857213984783,-0.633793318916608,-1.98988723473164,-7.62619443179271,-19.6575944754307,NA,-18.9208384995374
"10UI-009-M101A",-4.05040735895421,-1.67053292793865,-280.934242751475,-0.485197057306185,-0.813478011886362,-2.75327016619599,-16.4803364182018,17.8302576581794,-14.3829502192655
"10UI-009-M102B",-2.77117479275051,-1.65599537890844,-226.581550374937,-0.226839288238566,0.771165897270197,-3.45319563809669,-11.9637391478666,34.6697423243164,-10.4328340998549
"10UI-009-M103A",-5.64484157286596,-5.30732000438547,-235.742552099907,-0.200946072669,-0.486366175905107,-10.8140160639081,-19.362373393421,24.5756951503505,-18.2767748634952
"10UI-009-M103B",-5.58994245230882,-5.81866521754214,-223.25115619265,-0.61835236792219,0.0319993149111261,-7.76730201796719,-18.4117748111901,20.5381084595677,-14.7633744457218
"10UI-009-M104B",-2.11596106922595,-1.74065422575057,-242.559112454081,-0.244075135635075,-1.40377307482033,-1.06894713757748,-10.5342262440849,-5.25000000875148,-9.7743065831245
"10UI-009-M105A",-4.80588829174816,-4.74605336594295,-354.318952941805,-0.637520622326146,-0.811201029218398,-6.37948432870297,-18.4763550508936,NA,-17.7729666414989
"10UI-009-M106A",-2.99064459565254,-3.48618317151652,-183.717905537539,-0.199953170696198,-1.16641055686653,-5.42571180838657,-11.6219906955311,-8.75143468837909e-09,-11.5112939501467
"10UI-009-M108A",-6.37015334082783,-4.59618831852936,-394.959563036795,-1.12299922555844,-3.45142487737016,-8.76120485504718,-21.1979656377266,NA,-22.5024666512925
"10UI-009-M108B",-1.18407422567023,0.855030569529067,-275.204959269124,-0.205954429836776,0.446522704589748,2.59534467424235,-8.07467764015011,38.5756951503506,-6.07192904032429
"10UI-009-M110B",-2.1373958771223,-0.307416752261723,-233.163445083013,-0.295911443999168,-0.814528756068125,-2.40222705384706,-11.300907024248,19.2499999912485,-9.37089979923677
"10UI-009-M113B",0.43290219509692,-1.15391836991261,-94.4064752171713,0.0854275602535191,0.231259955048343,0.337340129734421,-2.062833549412,19.2499999912486,-2.08975294072603
"10UI-009-M114A",-1.0907604114322,-1.40771524249043,-120.182190489916,-0.054124248981914,-0.685386956325736,-0.0106919678100605,-3.71980479816967,-15.7500000087514,-4.13778212985472
"10UI-009-M114B",-0.771374923183518,0.909689376900486,-39.953857633469,0.0834219372295331,-0.221956710466195,0.453033332385422,-0.702014718483016,-5.25000000875147,0.0763298632029108
"10UI-009-M116A",-4.37425882236147,-3.82114307738932,-352.458063234118,-0.276377578007924,-0.800055506034872,-6.56484035396221,-16.8849998169761,69.5381084595676,-16.1655710963319
"10UI-009-M116B",-6.62705146777067,-7.88968192700749,-383.20565990471,-0.840181238278079,-4.10524294305106,-9.41478685240646,-22.4530510468021,NA,-24.7575649100551
"10UI-009-M117A",-3.40001640792952,-1.91463511681585,-142.316242195496,-0.245889909810391,-1.20641026408734,-4.45927037051507,-11.8759720766136,11.5499952844519,-10.5830967806552
"10UI-009-M117B",-1.30024160729131,0.985526782370367,42.9406328592431,0.0214595403527913,0.675173379797895,0.92670149727572,0.383521551821853,-14.0000000087515,1.05353988795321
"10UI-009-M118A",-2.65265750365797,-2.16410023001418,-162.252247628901,-0.0971651173345124,-0.568191116240557,-1.23462700042992,-9.34162745477528,12.2499999912487,-8.56956372871915
"10UI-009-M119A",-2.46752996742502,-2.62634941013359,-173.617130004164,-0.169507370276987,-0.00122396467306758,-0.841845242435374,-7.9822969694716,4.82063050180796,-8.22481618471597
"10UI-009-M120A",-2.21183704348807,-2.95930673393978,-66.8613481187821,-0.149851572665435,0.0408947019480727,-0.76767887477257,-5.2729748224737,10.4999999912481,-6.74460063844164
"10UI-009-M120B",-0.213969412450135,0.98544331591858,-203.159504019403,-0.443087399397833,2.77753470615893,8.96319613822878,-0.133694953042734,29.7499999912485,-0.81720073339023
"10UI-009-M121A",-2.33802841952688,-1.88586130266111,-336.725499638703,-0.239971467627359,-2.74812367852924,0.0352457450612545,-11.9412306384542,NA,-11.2894088845297
"10UI-009-M121B",-0.835397577400627,-0.763134516806309,-63.772811677349,-0.0717013422673162,-0.615562216165001,2.25945204000729,-2.10052781125072,-17.5000000087511,-2.59222638457071
"10UI-009-M123A",-5.33147417547106,-2.98996444288108,-157.616598309323,-0.557510065627988,-0.802582796410922,-8.62443740642904,-17.111178890543,-19.2500000087512,-15.8075681114519
"10UI-009-M123B",-1.5276913207958,0.0514796460233184,-222.457027404417,-0.771446556864411,-0.570867673481151,2.97905191485063,-7.95960672473276,3.49999999124836,-7.94551681453718
"10UI-009-M124B",-4.64889737933316,-4.65100469134194,-286.123140284817,-0.795413623480425,-1.81759463957459,-5.84347121845459,-17.2644463570405,12.5756951503507,-18.1382409052847
"10UI-009-M126A",-1.12896584191448,0.665623555767489,7.27295276949459,0.340179543709753,1.4321479543116,1.80080535931393,4.01001429131934,6.99999999124841,3.7731402136258
"10UI-009-M126B",-2.26080943463901,-2.25615117046927,-196.925096059632,-0.364198448505239,-1.04291615214817,-2.83064385175423,-9.96219674834092,3.49999999124838,-9.97164814114989
"10UI-009-M127A",-5.03728590049261,-5.89800249120879,-364.474151025831,NA,-1.86950550715588,-3.68629971669934,-18.0745605551484,NA,NA
"10UI-009-M127B",-0.276247343057488,1.71443244634862,-5.73639697127858,0.0425664477577654,0.116740672203753,4.55052363133588,0.309324249534246,-12.2500000087516,1.3758518252803
"10UI-009-M128B",-2.94445933322673,-2.07575753960389,-194.433567193894,-0.161982000516246,-1.70097533350172,-5.1019456718014,-12.4728962259,-14.1986238109347,-11.0938424346836
"10UI-009-M129A",-4.55716197265092,-3.90836995720566,-292.613394791268,-0.0909720358198324,-1.25192914776209,-7.72055467850582,-16.8872794584305,27.9440612856015,-15.6020065043441
"10UI-009-M130B",-0.281925603633886,0.544605115696606,-28.6823891237248,-0.0727253984581043,-0.805553634194364,5.59037980501236,1.31006929938907,-21.0000000087515,0.982372016117992
"10UI-009-M131A",-6.4663061242699,-6.72292434260869,-323.833161666581,-0.754123978254039,-1.89819128159947,-9.68915674075866,-21.3731536903102,28.0756951503506,-22.5552706086738
"10UI-009-M131B",-4.06428604992511,-3.22446815037117,-354.181255262831,-0.501534089416508,-1.92403815658283,-4.86863325692316,-16.1746488181188,14.3500141116361,-15.9379143216931
"10UI-009-M132A",-0.747176964311149,0.91360911169784,-3.16138305167912,0.273269746075392,0.672951992347306,0.432405232015116,-2.16093759676632,6.99999999124841,0.0506892499456224
"10UI-009-M133B",0.539424583284356,1.02291790025052,-19.5998811410577,0.231078704956528,-0.568191116240557,2.71753686564069,2.72729837042329,22.7499999912487,2.97913798231736
"10UI-009-M134A",-1.43199962871659,-0.681552404115874,-38.5309894033122,-0.0156969044074975,1.10662965182708,3.26821312388356,-5.01434021968632,12.2499999912487,-3.51278507327505
"10UI-009-M135B",1.06272505408503,1.47011173488906,-39.3044135472808,-0.179485887922436,0.0070818552229845,7.37860721756426,4.93535421597697,-5.25000000875149,3.80355850278494
"10UI-009-M137A",-5.30925544432464,-5.36782539926953,-332.535264467152,-0.685555807360459,-1.16011199223335,-8.13406977302556,-19.3198095227409,28.0559386968944,-18.7969434108742
"10UI-009-M137B",-1.84389620284089,-0.470813774438383,-122.137917929792,-0.226979767761155,1.32432263430039,-2.33737865966763,-3.31158775342355,1.74999999124823,-3.81053704078394
"10UI-009-M138B",-0.0852124809019079,0.258670427107096,-7.01135824282519,0.107355758632835,-0.109867660553516,1.95638790343471,4.39137086771644,-8.75144831748226e-09,3.04666082241928
"10UI-009-M139A",-3.19404156511843,-2.51309167271889,-233.042528649706,-0.436526655420091,-2.14894840579162,-4.49926617147125,-12.7878415654493,13.9999999912484,-12.5627856346598
"10UI-009-M139B",-0.960509112711609,2.44874474931916,-65.021117209744,-0.0622489700164117,-0.0395545951053426,4.31471638789179,-2.68385714208509,9.49999999124832,-0.327142998487342
"10UI-009-M141B",-2.35110935713719,-1.1016374216921,-177.489634694367,-0.0843121504675831,0.438675215060197,-2.89390623522132,-8.03723586422763,16.3995412586422,-7.07194775262621
"10UI-009-M142A",-4.92240457464811,-2.05421583310038,-389.451172154274,-0.980298246772102,-1.37552788828246,-7.79159463690381,-18.5831611728254,NA,-18.315093778944
"10UI-009-M143A",-1.55450285274921,-0.392575738373696,-99.5209668965382,-0.149691581528975,1.4285085745916,3.45414630807514,-4.44543755570321,6.99999999124847,-3.64624416879283
"10UI-009-M144A",-0.504443383407633,0.709298931493459,-89.8218459457446,-0.379495345758947,-0.935445790490344,4.66839506688535,-2.18588363032095,-15.7500000087514,-2.77566368301444
