V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.249101595420998,0.405575736933586,0.375462347269523,0.23311412861562,0.359533195779858,All,1,Selection.index
0.251021058510853,0.298284508004064,0.349061746067153,0.209398271036068,0.321294241617119,CDmean,1,Selection.index
0.287046545046927,0.304279976582214,0.358597276418986,0.171261404273233,0.221607651424967,Random,1,Selection.index
0.358980199813838,0.389622413153759,0.275750874240995,0.248595787132768,0.418399389837531,All,2,Selection.index
0.268372146505395,0.406285009273502,0.237645541133664,0.179413001250295,0.316566600448673,CDmean,2,Selection.index
0.403029342916809,0.284628540450992,0.19649316990004,0.0929489195418975,0.270031038595503,Random,2,Selection.index
0.373706917088657,0.27738613476936,0.395838501132905,0.276099639819914,0.317556908610437,All,3,Selection.index
0.332077854048257,0.248688460827217,0.364993488876275,0.145629611677338,0.241736448408376,CDmean,3,Selection.index
0.36313594821789,0.275628677068258,0.255522250899042,0.130955076422432,0.334695032593403,Random,3,Selection.index
0.406580558782007,0.294891878579043,0.380371619550735,0.261279222206137,0.355957240982019,All,4,Selection.index
0.299434066366008,0.321581909025695,0.38708346348156,0.15748452488783,0.402611545965267,CDmean,4,Selection.index
0.366497725029363,0.330146964013137,0.230455430842902,0.0551566036724153,0.409492660339751,Random,4,Selection.index
0.424826200566468,0.415593792987225,0.250217410060625,0.127861500954119,0.289497879131299,All,5,Selection.index
0.393394039593784,0.40580049657045,0.140661882863024,0.18082513440808,0.14184014223291,CDmean,5,Selection.index
0.371099125278071,0.408868111728315,0.113445788289426,0.02585624148836,0.0863224452963479,Random,5,Selection.index
0.134181704018178,0.314212340640202,0.320423132500898,0.467750126200687,0.383205558475088,All,6,Selection.index
0.235233245530597,0.271441568754131,0.353645947951334,0.249654565919167,0.387432926147981,CDmean,6,Selection.index
0.243831106801002,0.171021436100088,0.401093067271148,0.0572858704602374,0.349177108642232,Random,6,Selection.index
0.260346105655414,0.445362077673563,0.428680661335799,0.219585245785649,0.417166368263374,All,7,Selection.index
0.237345901048318,0.369276635814798,0.36550379594232,0.139397056390278,0.391202090321966,CDmean,7,Selection.index
0.197135378395348,0.257198025946026,0.403747013182339,0.132101397217517,0.295629923067372,Random,7,Selection.index
0.536827728649743,0.274165574422746,0.439445436137788,0.327718083411003,0.175602714567122,All,8,Selection.index
0.560402387378382,0.185506649434739,0.464165191202341,0.274019541157962,0.165923113601239,CDmean,8,Selection.index
0.429260141998738,0.0775043534477545,0.463203958161209,0.255410316536106,0.141956179172521,Random,8,Selection.index
0.264911383756367,0.411411591594422,0.17036459508114,0.446335684880648,0.429850010743234,All,9,Selection.index
0.213984008449226,0.449793245810795,0.157256838136159,0.436893254455389,0.429561961031191,CDmean,9,Selection.index
0.299536453336828,0.256384603712536,0.088719239997592,0.290044889542719,0.152205626305124,Random,9,Selection.index
0.346705017250419,0.379811768823938,0.355470735480914,0.372692164545651,0.132859891544109,All,10,Selection.index
0.273219311410993,0.395609182463701,0.416793872969652,0.384116459961729,0.175605763934153,CDmean,10,Selection.index
0.301929659954983,0.232968523806988,0.329898026420048,0.271611644833295,0.154616482882767,Random,10,Selection.index
