V1,V2,V3,V4,V5,Approach,Cycle,Trait
0.213339310109099,0.583739142167579,0.488119842245003,0.432100164756827,0.569998353035482,All,1,Selection.index
0.223416510551263,0.521850911645804,0.515763579952485,0.426325546140961,0.553313684859485,CDmean,1,Selection.index
0.193454584008956,0.541376258043469,0.500683266497113,0.431493396380712,0.495535282777253,Random,1,Selection.index
0.568855068493143,0.449020050737683,0.387729717918597,0.549986267614748,0.396443730759966,All,2,Selection.index
0.554046565925982,0.391512267352451,0.374321687989254,0.590555331450036,0.375135118466487,CDmean,2,Selection.index
0.522661507291446,0.397116450708368,0.35137136787684,0.542396841107002,0.367442409120201,Random,2,Selection.index
0.511851668356279,0.540634877884,0.532703324098251,0.378402871463374,0.449287853328057,All,3,Selection.index
0.503075434705494,0.524656821626918,0.484558073981578,0.374934742502719,0.408936912420477,CDmean,3,Selection.index
0.51380951091825,0.34209789778828,0.325279739944757,0.327965578133248,0.287543551756235,Random,3,Selection.index
0.518245756204486,0.293879968748516,0.483283254557831,0.462269305231898,0.581596585972525,All,4,Selection.index
0.434668420604372,0.300233795949792,0.465664695229678,0.454137217324441,0.559068225963257,CDmean,4,Selection.index
0.241980290075832,0.279935542628832,0.417484288040021,0.416335908721278,0.533319413992623,Random,4,Selection.index
0.610044510728102,0.53406544404876,0.412107909654119,0.322439121263861,0.521279841796047,All,5,Selection.index
0.552352191449062,0.468586346050755,0.442274355524035,0.307278235868607,0.457019685018023,CDmean,5,Selection.index
0.51988668496939,0.335448951463687,0.425492440160771,0.272137278243619,0.434410159536195,Random,5,Selection.index
0.454024083785744,0.328143427987138,0.540664994104796,0.549678364468525,0.504758400001922,All,6,Selection.index
0.352228581326164,0.265936256427443,0.508465036394066,0.517552582734949,0.478920379610384,CDmean,6,Selection.index
0.307848799105904,0.211090550901242,0.472489634854427,0.492846223534212,0.378997102393029,Random,6,Selection.index
0.587536673144928,0.463684569964141,0.516250357615255,0.368032414079062,0.433866552744801,All,7,Selection.index
0.525570345780539,0.435167538015566,0.50585666514677,0.293217590057514,0.393311011133475,CDmean,7,Selection.index
0.4353731185309,0.407484641176323,0.472230602273957,0.210000136207836,0.261859924715459,Random,7,Selection.index
0.385229607770245,0.562745411542775,0.515647791434285,0.380832226615571,0.473515145828229,All,8,Selection.index
0.377296949143267,0.488276120297311,0.428544590856034,0.343726310049717,0.421108414581481,CDmean,8,Selection.index
0.234111466113938,0.537038913139355,0.333493118100868,0.292093567051325,0.352571137457051,Random,8,Selection.index
0.52284884248922,0.415087572628096,0.523812744156024,0.241595609373734,0.618267042650023,All,9,Selection.index
0.470214843140894,0.416060856282134,0.49231665918023,0.234254391875429,0.580823283237515,CDmean,9,Selection.index
0.533438794777562,0.373527064457152,0.445307251970398,0.151672857874305,0.556910577022806,Random,9,Selection.index
0.356976517848294,0.464900457520572,0.494843077420843,0.501994332497718,0.45883648993466,All,10,Selection.index
0.27997246331802,0.525105172894041,0.417404199801712,0.487488841532215,0.371457902445704,CDmean,10,Selection.index
0.281581633203607,0.504477214773433,0.391845583697326,0.478279565684014,0.39854327301499,Random,10,Selection.index
